Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,SUBTLCD,Lg10WF,Lg10CD
antelopes,2,2,2,2,0.04,0.02,0.4771,0.4771
antemortem,2,2,1,1,0.04,0.02,0.4771,0.4771
antenatal,2,2,2,2,0.04,0.02,0.4771,0.4771
antenna,122,81,113,78,2.39,0.97,2.0899,1.9138
antennae,28,22,28,22,0.55,0.26,1.4624,1.3617
antennas,22,14,21,13,0.43,0.17,1.3617,1.1761
anterior,48,41,42,37,0.94,0.49,1.6902,1.6232
anterograde,4,3,4,3,0.08,0.04,0.699,0.6021
anteroom,8,7,8,7,0.16,0.08,0.9542,0.9031
anterooms,2,2,2,2,0.04,0.02,0.4771,0.4771
antes,2,2,2,2,0.04,0.02,0.4771,0.4771
anthem,96,72,75,57,1.88,0.86,1.9868,1.8633
anthems,3,3,3,3,0.06,0.04,0.6021,0.6021
anther,2,2,2,2,0.04,0.02,0.4771,0.4771
anthill,29,21,29,21,0.57,0.25,1.4771,1.3424
anthills,6,6,6,6,0.12,0.07,0.8451,0.8451
anthology,14,10,11,7,0.27,0.12,1.1761,1.0414
Anthony,785,191,0,0,15.39,2.28,2.8954,2.2833
Anthozoa,3,2,0,0,0.06,0.02,0.6021,0.4771
anthracite,3,3,2,2,0.06,0.04,0.6021,0.6021
anthrax,66,33,38,23,1.29,0.39,1.8261,1.5315
anthropic,2,2,2,2,0.04,0.02,0.4771,0.4771
anthropoid,3,3,3,3,0.06,0.04,0.6021,0.6021
anthropological,26,17,18,15,0.51,0.2,1.4314,1.2553
anthropologically,5,5,3,3,0.1,0.06,0.7782,0.7782
anthropologist,53,42,52,42,1.04,0.5,1.7324,1.6335
anthropologists,9,9,8,8,0.18,0.11,1,1
anthropology,67,50,59,44,1.31,0.6,1.8325,1.7076
anthropomorphizing,2,1,2,1,0.04,0.01,0.4771,0.301
anthropophagy,3,1,2,1,0.06,0.01,0.6021,0.301
anti,26,12,20,10,0.51,0.14,1.4314,1.1139
antiaircraft,25,14,23,13,0.49,0.17,1.415,1.1761
antibacterial,17,10,14,9,0.33,0.12,1.2553,1.0414
antibiotic,33,29,32,28,0.65,0.35,1.5315,1.4771
antibiotics,187,140,171,131,3.67,1.67,2.2742,2.1492
antibodies,30,21,27,20,0.59,0.25,1.4914,1.3424
antibody,13,9,12,8,0.25,0.11,1.1461,1
antic,4,4,3,3,0.08,0.05,0.699,0.699
Antichrist,49,28,3,3,0.96,0.33,1.699,1.4624
anticipate,129,120,124,116,2.53,1.43,2.1139,2.0828
anticipated,134,133,134,133,2.63,1.59,2.1303,2.1271
anticipates,7,7,7,7,0.14,0.08,0.9031,0.9031
anticipating,53,51,48,46,1.04,0.61,1.7324,1.716
anticipation,127,116,124,113,2.49,1.38,2.1072,2.0682
anticipatory,6,5,5,5,0.12,0.06,0.8451,0.7782
anticlimactic,10,8,10,8,0.2,0.1,1.0414,0.9542
anticlimax,4,4,4,4,0.08,0.05,0.699,0.699
anticlockwise,2,2,2,2,0.04,0.02,0.4771,0.4771
anticoagulant,3,3,3,3,0.06,0.04,0.6021,0.6021
anticoagulation,2,1,2,1,0.04,0.01,0.4771,0.301
antics,50,47,49,47,0.98,0.56,1.7076,1.6812
antidepressant,18,16,17,15,0.35,0.19,1.2788,1.2304
antidepressants,36,25,31,20,0.71,0.3,1.5682,1.415
antidisestablishmentarianism,2,2,1,1,0.04,0.02,0.4771,0.4771
antidote,221,82,213,81,4.33,0.98,2.3464,1.9191
antidotes,9,7,9,7,0.18,0.08,1,0.9031
antiestablishment,3,2,3,2,0.06,0.02,0.6021,0.4771
antifeminist,2,2,2,2,0.04,0.02,0.4771,0.4771
antifreeze,16,12,13,11,0.31,0.14,1.2304,1.1139
antigen,19,7,19,7,0.37,0.08,1.301,0.9031
antigens,6,5,5,4,0.12,0.06,0.8451,0.7782
Antigone,3,3,0,0,0.06,0.04,0.6021,0.6021
antigovernment,4,4,4,4,0.08,0.05,0.699,0.699
antigravitational,2,2,2,2,0.04,0.02,0.4771,0.4771
antigravity,28,16,24,14,0.55,0.19,1.4624,1.2304
antihistamine,12,11,12,11,0.24,0.13,1.1139,1.0792
antihistamines,10,8,7,5,0.2,0.1,1.0414,0.9542
Antilles,6,5,0,0,0.12,0.06,0.8451,0.7782
antimatter,10,6,8,6,0.2,0.07,1.0414,0.8451
antimissile,2,2,2,2,0.04,0.02,0.4771,0.4771
antioxidants,6,6,3,3,0.12,0.07,0.8451,0.8451
antipasto,8,8,8,8,0.16,0.1,0.9542,0.9542
antipathy,4,4,4,4,0.08,0.05,0.699,0.699
antipersonnel,5,5,4,4,0.1,0.06,0.7782,0.7782
antiperspirant,7,7,7,7,0.14,0.08,0.9031,0.9031
Antipodes,2,2,0,0,0.04,0.02,0.4771,0.4771
antipsychotic,6,6,6,6,0.12,0.07,0.8451,0.8451
antiquarian,2,1,2,1,0.04,0.01,0.4771,0.301
antiquated,28,26,26,25,0.55,0.31,1.4624,1.4314
antique,309,248,296,238,6.06,2.96,2.4914,2.3962
antiques,137,92,106,77,2.69,1.1,2.1399,1.9685
antiquing,10,7,9,7,0.2,0.08,1.0414,0.9031
antiquities,26,20,20,18,0.51,0.24,1.4314,1.3222
antiquity,14,13,12,12,0.27,0.15,1.1761,1.1461
antiseptic,44,39,40,35,0.86,0.46,1.6532,1.6021
antiseptics,3,2,2,2,0.06,0.02,0.6021,0.4771
antiserum,9,1,9,1,0.18,0.01,1,0.301
antisocial,41,36,32,30,0.8,0.43,1.6232,1.5682
antitank,5,4,5,4,0.1,0.05,0.7782,0.699
antithesis,16,12,13,12,0.31,0.14,1.2304,1.1139
antithetical,2,2,2,2,0.04,0.02,0.4771,0.4771
antitoxin,18,9,17,9,0.35,0.11,1.2788,1
antitrust,12,7,8,6,0.24,0.08,1.1139,0.9031
antivenin,3,3,3,3,0.06,0.04,0.6021,0.6021
antivenom,13,2,13,2,0.25,0.02,1.1461,0.4771
antivirals,3,3,3,3,0.06,0.04,0.6021,0.6021
antivivisection,2,1,2,1,0.04,0.01,0.4771,0.301
antiwar,16,12,14,10,0.31,0.14,1.2304,1.1139
antler,15,13,14,12,0.29,0.15,1.2041,1.1461
antlers,46,32,43,31,0.9,0.38,1.6721,1.5185
Antoinette,63,28,0,0,1.24,0.33,1.8062,1.4624
Antonio,319,101,0,0,6.25,1.2,2.5051,2.0086
Antony,29,18,0,0,0.57,0.21,1.4771,1.2788
antonyms,2,1,1,1,0.04,0.01,0.4771,0.301
ants,365,147,329,138,7.16,1.75,2.5635,2.1703
antsy,32,30,31,30,0.63,0.36,1.5185,1.4914
Antwerp,28,13,0,0,0.55,0.15,1.4624,1.1461
anuran,2,1,1,1,0.04,0.01,0.4771,0.301
anus,56,41,49,39,1.1,0.49,1.7559,1.6232
anvil,32,24,26,20,0.63,0.29,1.5185,1.3979
anvils,8,3,8,3,0.16,0.04,0.9542,0.6021
anxieties,27,27,27,27,0.53,0.32,1.4472,1.4472
anxiety,345,265,322,260,6.76,3.16,2.5391,2.4249
anxious,719,605,705,593,14.1,7.21,2.8573,2.7825
anxiously,31,31,28,28,0.61,0.37,1.5051,1.5051
any,56068,8049,49853,7974,1099.37,95.96,4.7487,3.9058
anybody,11573,4863,9361,4422,226.92,57.98,4.0635,3.687
anyhow,773,558,489,373,15.16,6.65,2.8887,2.7474
anymore,9597,4514,9558,4506,188.18,53.81,3.9822,3.6547
anyone,13018,5562,11462,5272,255.25,66.31,4.1146,3.7453
anyplace,277,247,239,218,5.43,2.94,2.444,2.3945
anything,46270,7929,41538,7827,907.25,94.53,4.6653,3.8993
anytime,1248,1031,805,709,24.47,12.29,3.0966,3.0137
anyway,12164,5348,8066,4344,238.51,63.76,4.0851,3.7283
anyways,444,336,270,227,8.71,4.01,2.6484,2.5276
anywhere,4501,3133,4189,2987,88.25,37.35,3.6534,3.4961
anywheres,12,12,12,12,0.24,0.14,1.1139,1.1139
aorta,78,50,75,48,1.53,0.6,1.8976,1.7076
aortic,24,19,22,18,0.47,0.23,1.3979,1.301
Ap,104,67,2,2,2.04,0.8,2.0212,1.8325
Apa,3,3,0,0,0.06,0.04,0.6021,0.6021
apace,3,3,3,3,0.06,0.04,0.6021,0.6021
Apache,251,54,17,3,4.92,0.64,2.4014,1.7404
Apaches,107,18,0,0,2.1,0.21,2.0334,1.2788
apart,2398,1821,2281,1748,47.02,21.71,3.38,3.2605
apartheid,19,14,17,12,0.37,0.17,1.301,1.1761
apartment,4235,1774,4152,1755,83.04,21.15,3.627,3.2492
apartments,215,166,171,135,4.22,1.98,2.3345,2.2227
apathetic,18,17,17,16,0.35,0.2,1.2788,1.2553
apathy,24,22,23,22,0.47,0.26,1.3979,1.3617
apatite,2,2,1,1,0.04,0.02,0.4771,0.4771
ape,493,173,387,168,9.67,2.06,2.6937,2.2405
apelike,2,2,2,2,0.04,0.02,0.4771,0.4771
aperitif,19,16,15,12,0.37,0.19,1.301,1.2304
aperture,14,13,13,12,0.27,0.15,1.1761,1.1461
apes,209,95,172,74,4.1,1.13,2.3222,1.9823
Apex,43,19,18,15,0.84,0.23,1.6435,1.301
aphasia,9,7,9,7,0.18,0.08,1,0.9031
aphasic,3,2,3,2,0.06,0.02,0.6021,0.4771
aphid,4,3,4,3,0.08,0.04,0.699,0.6021
aphids,12,5,9,4,0.24,0.06,1.1139,0.7782
aphis,3,1,3,1,0.06,0.01,0.6021,0.301
aphonia,2,1,2,1,0.04,0.01,0.4771,0.301
aphorisms,5,5,3,3,0.1,0.06,0.7782,0.7782
aphrodisiac,82,48,81,48,1.61,0.57,1.9191,1.6902
aphrodisiacs,21,3,19,3,0.41,0.04,1.3424,0.6021
Aphrodite,101,35,0,0,1.98,0.42,2.0086,1.5563
apiary,2,2,2,2,0.04,0.02,0.4771,0.4771
apices,3,3,3,3,0.06,0.04,0.6021,0.6021
apiece,202,169,196,165,3.96,2.01,2.3075,2.2304
Apl,4,4,0,0,0.08,0.05,0.699,0.699
aplastic,5,4,3,2,0.1,0.05,0.7782,0.699
aplenty,11,10,8,8,0.22,0.12,1.0792,1.0414
aplomb,8,8,8,8,0.16,0.1,0.9542,0.9542
apnea,8,7,8,7,0.16,0.08,0.9542,0.9031
apneic,6,6,5,5,0.12,0.07,0.8451,0.8451
apocalypse,126,91,79,57,2.47,1.08,2.1038,1.9638
apocalyptic,18,16,17,16,0.35,0.19,1.2788,1.2304
Apocrypha,2,2,0,0,0.04,0.02,0.4771,0.4771
apogee,4,4,4,4,0.08,0.05,0.699,0.699
apolitical,6,6,4,4,0.12,0.07,0.8451,0.8451
Apollo,360,77,0,0,7.06,0.92,2.5575,1.8921
apologetic,22,19,21,18,0.43,0.23,1.3617,1.301
apologia,2,1,2,1,0.04,0.01,0.4771,0.301
apologies,449,386,420,364,8.8,4.6,2.6532,2.5877
apologise,399,249,379,241,7.82,2.97,2.6021,2.3979
apologised,32,23,31,22,0.63,0.27,1.5185,1.3802
apologising,29,20,28,19,0.57,0.24,1.4771,1.3222
apologize,2518,1685,2394,1649,49.37,20.09,3.4012,3.2269
apologized,183,151,181,149,3.59,1.8,2.2648,2.1818
apologizes,21,20,21,20,0.41,0.24,1.3424,1.3222
apologizing,139,125,136,122,2.73,1.49,2.1461,2.1004
apology,804,636,741,590,15.76,7.58,2.9058,2.8041
apoplectic,8,5,5,5,0.16,0.06,0.9542,0.7782
apoplexy,9,8,7,7,0.18,0.1,1,0.9542
aport,5,4,5,4,0.1,0.05,0.7782,0.699
apostate,3,3,3,3,0.06,0.04,0.6021,0.6021
Apostle,71,28,33,17,1.39,0.33,1.8573,1.4624
apostles,30,21,23,14,0.59,0.25,1.4914,1.3424
apostrophe,12,10,11,10,0.24,0.12,1.1139,1.0414
apothecaries,3,3,3,3,0.06,0.04,0.6021,0.6021
apothecary,20,9,16,8,0.39,0.11,1.3222,1
apotheosis,4,4,4,4,0.08,0.05,0.699,0.699
app,8,7,7,6,0.16,0.08,0.9542,0.9031
appal,2,2,2,2,0.04,0.02,0.4771,0.4771
Appalachia,10,8,0,0,0.2,0.1,1.0414,0.9542
Appalachian,5,5,0,0,0.1,0.06,0.7782,0.7782
Appalachians,3,3,0,0,0.06,0.04,0.6021,0.6021
appalled,59,53,57,52,1.16,0.63,1.7782,1.7324
appalling,99,96,94,91,1.94,1.14,2,1.9868
appallingly,3,3,3,3,0.06,0.04,0.6021,0.6021
Appaloosa,3,3,0,0,0.06,0.04,0.6021,0.6021
Appaloosas,3,2,1,1,0.06,0.02,0.6021,0.4771
appals,2,2,2,2,0.04,0.02,0.4771,0.4771
apparatchik,2,2,2,2,0.04,0.02,0.4771,0.4771
apparatus,77,63,76,62,1.51,0.75,1.8921,1.8062
apparatuses,2,2,2,2,0.04,0.02,0.4771,0.4771
apparel,35,32,30,28,0.69,0.38,1.5563,1.5185
apparent,215,200,207,196,4.22,2.38,2.3345,2.3032
Apparently,2415,1729,984,802,47.35,20.61,3.3831,3.238
apparition,39,29,35,27,0.76,0.35,1.6021,1.4771
apparitions,5,4,5,4,0.1,0.05,0.7782,0.699
appartement,2,2,2,2,0.04,0.02,0.4771,0.4771
appeal,663,486,650,479,13,5.79,2.8222,2.6875
appealed,55,53,55,53,1.08,0.63,1.7482,1.7324
appealing,162,145,158,143,3.18,1.73,2.2122,2.1644
appeals,137,109,119,98,2.69,1.3,2.1399,2.0414
appear,1192,957,1168,947,23.37,11.41,3.0766,2.9814
appearance,591,498,585,494,11.59,5.94,2.7723,2.6981
appearances,156,138,141,128,3.06,1.65,2.1959,2.143
appeared,499,404,491,399,9.78,4.82,2.699,2.6075
appearing,119,110,113,104,2.33,1.31,2.0792,2.0453
appears,1074,846,1033,817,21.06,10.09,3.0314,2.9279
appease,25,23,25,23,0.49,0.27,1.415,1.3802
appeased,9,8,9,8,0.18,0.1,1,0.9542
appeasement,10,9,8,8,0.2,0.11,1.0414,1
appeaser,2,2,2,2,0.04,0.02,0.4771,0.4771
appeasing,3,3,3,3,0.06,0.04,0.6021,0.6021
Appellant,7,3,1,1,0.14,0.04,0.9031,0.6021
appellate,17,15,16,14,0.33,0.18,1.2553,1.2041
appellation,8,8,8,8,0.16,0.1,0.9542,0.9542
appendage,21,17,19,15,0.41,0.2,1.3424,1.2553
appendages,8,8,8,8,0.16,0.1,0.9542,0.9542
appendectomy,33,28,29,26,0.65,0.33,1.5315,1.4624
appended,4,4,4,4,0.08,0.05,0.699,0.699
appendices,2,2,1,1,0.04,0.02,0.4771,0.4771
appendicitis,48,32,42,28,0.94,0.38,1.6902,1.5185
appendix,133,88,125,86,2.61,1.05,2.1271,1.9494
appertaining,2,2,2,2,0.04,0.02,0.4771,0.4771
appetiser,3,3,3,3,0.06,0.04,0.6021,0.6021
appetisers,5,4,4,3,0.1,0.05,0.7782,0.699
appetising,3,3,3,3,0.06,0.04,0.6021,0.6021
appetit,31,24,29,22,0.61,0.29,1.5051,1.3979
appetite,456,389,450,384,8.94,4.64,2.6599,2.5911
appetites,46,43,44,42,0.9,0.51,1.6721,1.6435
appetizer,61,58,59,56,1.2,0.69,1.7924,1.7709
appetizers,54,44,47,39,1.06,0.52,1.7404,1.6532
appetizing,32,29,27,25,0.63,0.35,1.5185,1.4771
applaud,109,93,101,89,2.14,1.11,2.0414,1.9731
applauded,27,25,27,25,0.53,0.3,1.4472,1.415
applauding,39,33,26,24,0.76,0.39,1.6021,1.5315
applauds,12,9,12,9,0.24,0.11,1.1139,1
applause,576,362,460,309,11.29,4.32,2.7612,2.5599
apple,1207,689,878,560,23.67,8.21,3.0821,2.8388
applejack,29,7,15,6,0.57,0.08,1.4771,0.9031
apples,423,225,370,214,8.29,2.68,2.6274,2.3541
applesauce,30,25,24,20,0.59,0.3,1.4914,1.415
applewood,2,1,2,1,0.04,0.01,0.4771,0.301
appliance,41,34,39,32,0.8,0.41,1.6232,1.5441
appliances,56,49,53,47,1.1,0.58,1.7559,1.699
applicability,2,2,2,2,0.04,0.02,0.4771,0.4771
applicable,14,14,14,14,0.27,0.17,1.1761,1.1761
applicant,31,24,28,23,0.61,0.29,1.5051,1.3979
applicants,44,38,42,36,0.86,0.45,1.6532,1.5911
application,510,354,503,351,10,4.22,2.7084,2.5502
applications,158,120,150,114,3.1,1.43,2.2014,2.0828
applicator,10,9,10,9,0.2,0.11,1.0414,1
applied,314,262,301,252,6.16,3.12,2.4983,2.42
applies,127,120,127,120,2.49,1.43,2.1072,2.0828
apply,638,525,594,494,12.51,6.26,2.8055,2.721
applying,184,157,173,150,3.61,1.87,2.2672,2.1987
appoint,104,89,101,86,2.04,1.06,2.0212,1.9542
appointed,270,232,269,231,5.29,2.77,2.433,2.3674
appointee,4,4,4,4,0.08,0.05,0.699,0.699
appointees,3,2,3,2,0.06,0.02,0.6021,0.4771
appointing,22,21,21,20,0.43,0.25,1.3617,1.3424
appointment,1559,1058,1547,1057,30.57,12.61,3.1931,3.0249
appointments,173,154,168,149,3.39,1.84,2.2405,2.1903
appoints,6,6,6,6,0.12,0.07,0.8451,0.8451
Appomattox,8,5,0,0,0.16,0.06,0.9542,0.7782
apportioned,2,2,2,2,0.04,0.02,0.4771,0.4771
Apposed,11,9,3,3,0.22,0.11,1.0792,1
appraisal,39,29,38,28,0.76,0.35,1.6021,1.4771
appraisals,5,3,3,2,0.1,0.04,0.7782,0.6021
appraise,10,8,9,8,0.2,0.1,1.0414,0.9542
appraised,23,21,23,21,0.45,0.25,1.3802,1.3424
appraiser,11,10,11,10,0.22,0.12,1.0792,1.0414
appraisers,4,2,4,2,0.08,0.02,0.699,0.4771
appraising,4,4,4,4,0.08,0.05,0.699,0.699
appreciable,3,3,3,3,0.06,0.04,0.6021,0.6021
appreciate,4373,2885,4198,2809,85.75,34.39,3.6409,3.4603
appreciated,292,273,292,273,5.73,3.25,2.4669,2.4378
appreciates,159,152,158,151,3.12,1.81,2.2041,2.1847
appreciating,36,36,34,34,0.71,0.43,1.5682,1.5682
appreciation,261,238,246,229,5.12,2.84,2.4183,2.3784
appreciative,41,41,41,41,0.8,0.49,1.6232,1.6232
appreciatively,6,6,6,6,0.12,0.07,0.8451,0.8451
appreciator,3,2,3,2,0.06,0.02,0.6021,0.4771
apprehend,73,62,69,60,1.43,0.74,1.8692,1.7993
apprehended,105,93,105,93,2.06,1.11,2.0253,1.9731
apprehending,20,20,20,20,0.39,0.24,1.3222,1.3222
apprehension,39,38,36,36,0.76,0.45,1.6021,1.5911
apprehensive,28,27,27,27,0.55,0.32,1.4624,1.4472
apprentice,99,64,85,52,1.94,0.76,2,1.8129
apprenticed,7,7,7,7,0.14,0.08,0.9031,0.9031
apprentices,10,10,10,10,0.2,0.12,1.0414,1.0414
apprenticeship,7,7,7,7,0.14,0.08,0.9031,0.9031
apprenticing,2,2,1,1,0.04,0.02,0.4771,0.4771
apprise,7,7,5,5,0.14,0.08,0.9031,0.9031
apprised,37,34,37,34,0.73,0.41,1.5798,1.5441
apprising,3,3,3,3,0.06,0.04,0.6021,0.6021
approach,1070,804,1005,774,20.98,9.59,3.0298,2.9058
approachable,4,4,4,4,0.08,0.05,0.699,0.699
approached,220,197,220,197,4.31,2.35,2.3444,2.2967
approaches,171,146,168,143,3.35,1.74,2.2355,2.1673
approaching,653,495,558,435,12.8,5.9,2.8156,2.6955
approbation,6,4,6,4,0.12,0.05,0.8451,0.699
appropriate,657,577,647,571,12.88,6.88,2.8182,2.7619
appropriated,13,12,12,12,0.25,0.14,1.1461,1.1139
appropriately,55,50,50,47,1.08,0.6,1.7482,1.7076
appropriateness,2,2,2,2,0.04,0.02,0.4771,0.4771
appropriation,8,5,8,5,0.16,0.06,0.9542,0.7782
appropriations,23,19,17,15,0.45,0.23,1.3802,1.301
approval,428,333,423,330,8.39,3.97,2.6325,2.5237
approvals,7,7,6,6,0.14,0.08,0.9031,0.9031
approve,580,467,579,467,11.37,5.57,2.7642,2.6702
approved,331,272,322,267,6.49,3.24,2.5211,2.4362
approves,44,37,44,37,0.86,0.44,1.6532,1.5798
approving,16,16,16,16,0.31,0.19,1.2304,1.2304
approximate,64,58,57,53,1.25,0.69,1.8129,1.7709
approximated,10,10,10,10,0.2,0.12,1.0414,1.0414
approximately,380,321,312,268,7.45,3.83,2.5809,2.5079
approximates,2,2,2,2,0.04,0.02,0.4771,0.4771
approximating,2,2,2,2,0.04,0.02,0.4771,0.4771
approximation,3,3,3,3,0.06,0.04,0.6021,0.6021
apps,10,5,9,5,0.2,0.06,1.0414,0.7782
Apr,2,2,0,0,0.04,0.02,0.4771,0.4771
Apres,3,3,0,0,0.06,0.04,0.6021,0.6021
apricot,32,26,20,19,0.63,0.31,1.5185,1.4314
apricots,14,13,14,13,0.27,0.15,1.1761,1.1461
April,1053,421,10,6,20.65,5.02,3.0228,2.6253
apriority,2,2,1,1,0.04,0.02,0.4771,0.4771
apron,136,107,132,105,2.67,1.28,2.1367,2.0334
aprons,18,16,17,16,0.35,0.19,1.2788,1.2304
apropos,17,16,12,11,0.33,0.19,1.2553,1.2304
apt,89,78,83,73,1.75,0.93,1.9542,1.8976
aptitude,55,41,53,40,1.08,0.49,1.7482,1.6232
aptitudes,2,2,1,1,0.04,0.02,0.4771,0.4771
aptly,20,19,16,15,0.39,0.23,1.3222,1.301
Aqua,70,29,20,16,1.37,0.35,1.8513,1.4771
aqualung,5,4,3,3,0.1,0.05,0.7782,0.699
Aquamarine,23,8,6,6,0.45,0.1,1.3802,0.9542
Aquarian,4,3,0,0,0.08,0.04,0.699,0.6021
Aquarians,3,3,0,0,0.06,0.04,0.6021,0.6021
aquarium,141,85,125,77,2.76,1.01,2.1523,1.9345
aquariums,7,6,7,6,0.14,0.07,0.9031,0.8451
Aquarius,58,22,0,0,1.14,0.26,1.7709,1.3617
aquatic,28,21,18,14,0.55,0.25,1.4624,1.3424
Aquatics,3,2,1,1,0.06,0.02,0.6021,0.4771
aquavit,3,3,3,3,0.06,0.04,0.6021,0.6021
aqueduct,17,11,9,6,0.33,0.13,1.2553,1.0792
aqueducts,6,4,5,4,0.12,0.05,0.8451,0.699
aqueous,5,5,4,4,0.1,0.06,0.7782,0.7782
aquifer,2,2,2,2,0.04,0.02,0.4771,0.4771
Aquila,18,2,0,0,0.35,0.02,1.2788,0.4771
Aquilino,2,1,0,0,0.04,0.01,0.4771,0.301
Aquinas,6,6,0,0,0.12,0.07,0.8451,0.8451
aquiver,7,7,7,7,0.14,0.08,0.9031,0.9031
ar,114,63,76,52,2.24,0.75,2.0607,1.8062
Ara,10,5,2,2,0.2,0.06,1.0414,0.7782
Arab,174,87,3,3,3.41,1.04,2.243,1.9445
arabesque,5,5,3,3,0.1,0.06,0.7782,0.7782
Arabia,76,48,3,1,1.49,0.57,1.8865,1.6902
Arabian,63,45,0,0,1.24,0.54,1.8062,1.6628
Arabians,10,8,0,0,0.2,0.1,1.0414,0.9542
Arabic,174,72,9,6,3.41,0.86,2.243,1.8633
Arabs,108,53,1,1,2.12,0.63,2.0374,1.7324
Araby,16,10,0,0,0.31,0.12,1.2304,1.0414
Arachne,5,1,0,0,0.1,0.01,0.7782,0.301
Arachnid,13,7,5,5,0.25,0.08,1.1461,0.9031
Arachnids,12,5,5,4,0.24,0.06,1.1139,0.7782
arachnoid,3,3,3,3,0.06,0.04,0.6021,0.6021
arachnophobia,6,5,3,3,0.12,0.06,0.8451,0.7782
Aramaic,31,14,1,1,0.61,0.17,1.5051,1.1761
Arango,5,3,0,0,0.1,0.04,0.7782,0.6021
Arapaho,5,3,0,0,0.1,0.04,0.7782,0.6021
arb,3,2,2,1,0.06,0.02,0.6021,0.4771
arbiter,10,10,8,8,0.2,0.12,1.0414,1.0414
arbiters,5,4,5,4,0.1,0.05,0.7782,0.699
arbitrage,9,6,5,5,0.18,0.07,1,0.8451
arbitrarily,17,17,17,17,0.33,0.2,1.2553,1.2553
arbitrary,52,47,50,45,1.02,0.56,1.7243,1.6812
arbitrate,2,2,1,1,0.04,0.02,0.4771,0.4771
arbitration,23,11,21,10,0.45,0.13,1.3802,1.0792
arbitrator,4,4,3,3,0.08,0.05,0.699,0.699
Arbor,39,33,8,5,0.76,0.39,1.6021,1.5315
arboreal,6,5,5,4,0.12,0.06,0.8451,0.7782
arboretum,10,7,7,5,0.2,0.08,1.0414,0.9031
arboretums,2,1,2,1,0.04,0.01,0.4771,0.301
arborist,2,2,2,2,0.04,0.02,0.4771,0.4771
arbors,2,1,2,1,0.04,0.01,0.4771,0.301
arbour,2,2,1,1,0.04,0.02,0.4771,0.4771
Arbutus,2,1,0,0,0.04,0.01,0.4771,0.301
Arc,247,100,53,33,4.84,1.19,2.3945,2.0043
arcade,111,71,88,63,2.18,0.85,2.0492,1.8573
arcades,12,11,11,11,0.24,0.13,1.1139,1.0792
Arcadia,49,20,21,11,0.96,0.24,1.699,1.3222
arcana,4,1,4,1,0.08,0.01,0.699,0.301
arcane,21,13,11,10,0.41,0.15,1.3424,1.1461
Arcanum,2,2,0,0,0.04,0.02,0.4771,0.4771
arced,3,3,3,3,0.06,0.04,0.6021,0.6021
arch,188,117,107,85,3.69,1.39,2.2765,2.0719
archaeological,48,23,39,19,0.94,0.27,1.6902,1.3802
archaeologist,57,32,55,31,1.12,0.38,1.7634,1.5185
archaeologists,27,12,23,10,0.53,0.14,1.4472,1.1139
archaeology,39,22,31,18,0.76,0.26,1.6021,1.3617
archaic,35,34,33,32,0.69,0.41,1.5563,1.5441
archaism,2,2,1,1,0.04,0.02,0.4771,0.4771
Archangel,22,17,9,8,0.43,0.2,1.3617,1.2553
archangels,3,3,2,2,0.06,0.04,0.6021,0.6021
Archbishop,188,38,73,24,3.69,0.45,2.2765,1.5911
archbishops,6,5,6,5,0.12,0.06,0.8451,0.7782
Archdeacon,6,4,1,1,0.12,0.05,0.8451,0.699
archdiocese,34,10,28,5,0.67,0.12,1.5441,1.0414
archduchess,2,2,1,1,0.04,0.02,0.4771,0.4771
Archduke,46,12,5,5,0.9,0.14,1.6721,1.1139
Archdukes,5,2,0,0,0.1,0.02,0.7782,0.4771
arched,9,9,9,9,0.18,0.11,1,1
archenemy,13,7,13,7,0.25,0.08,1.1461,0.9031
archeological,15,14,14,13,0.29,0.17,1.2041,1.1761
archeologist,13,6,13,6,0.25,0.07,1.1461,0.8451
archeologists,8,8,6,6,0.16,0.1,0.9542,0.9542
archeology,13,10,11,9,0.25,0.12,1.1461,1.0414
archeopteryx,2,2,2,2,0.04,0.02,0.4771,0.4771
Archer,278,55,25,15,5.45,0.66,2.4456,1.7482
Archers,69,34,33,20,1.35,0.41,1.8451,1.5441
archery,40,22,33,20,0.78,0.26,1.6128,1.3617
arches,43,31,36,28,0.84,0.37,1.6435,1.5051
archetypal,7,7,7,7,0.14,0.08,0.9031,0.9031
archetype,6,5,6,5,0.12,0.06,0.8451,0.7782
archetypes,3,3,3,3,0.06,0.04,0.6021,0.6021
Archie,299,70,0,0,5.86,0.83,2.4771,1.8513
Archimedes,11,7,0,0,0.22,0.08,1.0792,0.9031
arching,6,6,6,6,0.12,0.07,0.8451,0.8451
archipelago,7,5,5,4,0.14,0.06,0.9031,0.7782
architect,334,169,311,161,6.55,2.01,2.525,2.2304
architects,55,38,46,35,1.08,0.45,1.7482,1.5911
architectural,65,51,52,41,1.27,0.61,1.8195,1.716
architecturally,3,3,3,3,0.06,0.04,0.6021,0.6021
architecture,162,119,139,104,3.18,1.42,2.2122,2.0792
architectures,2,2,2,2,0.04,0.02,0.4771,0.4771
architrave,2,1,2,1,0.04,0.01,0.4771,0.301
archival,3,3,3,3,0.06,0.04,0.6021,0.6021
archive,67,46,59,42,1.31,0.55,1.8325,1.6721
archived,4,3,4,3,0.08,0.04,0.699,0.6021
archives,129,81,116,72,2.53,0.97,2.1139,1.9138
archivist,4,4,3,3,0.08,0.05,0.699,0.699
